liblouis 3.14.0-1
liblqr 0.4.2-3
liblrdf 0.6.1-4
libmad 0.15.1b-9
libmagick6 6.9.11.23-1
libmatroska 1.5.2-2
libmaxminddb 1.4.2-1
libmbim 1.24.2-1
libmfx 20.2.0-1
libmicrohttpd 0.9.71-1
libmikmod 3.3.11.1-4
libmm-glib 1.14.0-1
libmms 0.6.4-3
libmng 2.0.3-3
libmnl 1.0.4-3
libmodplug 0.8.9.0-3
libmp4v2 4.1.3-1
libmpc 1.1.0-2
libmpcdec 1:0.1+r475-3
libmpeg2 0.5.1-7
libmspub 0.1.4-7
libmtp 1.1.17-1
libmwaw 0.3.16-1
libmypaint 1.5.1-2
libnatpmp 20150609-3
libndp 1.7-2
libnet 1:1.1.6-1
libnetfilter_conntrack 1.0.8-1
libnewt 0.52.21-3
libnfnetlink 1.0.1-4
libnfs 4.0.0-4
libnftnl 1.1.7-1
libnghttp2 1.41.0-1
libnice 0.1.17-1
libnl 3.5.0-2
libnm 1.26.0-1
libnm-glib 1.18.5dev+12+ga8746f48ca-1
libnotify 0.7.9-1
libnsl 1.2.0-2
libnumbertext 1.0.6-1
libodfgen 0.1.7-2
libofa 0.9.3-9
libogg 1.3.4-2
libomxil-bellagio 0.9.3-3
liborcus 0.15.4-1
libosinfo 1.8.0-1
libp11-kit 0.23.20-5
libpackagekit-glib 1.1.13-1
libpagemaker 0.0.4-2
libpaper 1.1.28-1
libpcap 1.9.1-2
libpciaccess 0.16-2
libpgm 5.2.122-5
libpipeline 1.5.2-1
libplacebo 1.29.1-3
libplist 2.2.0-1
libpng 1.6.37-3
libproxy 0.4.15+33+g454a499-2
libpsl 0.21.0-2
libpulse 13.0-3
libpwquality 1.4.2-3
libqalculate 3.11.0-1
libqmi 1.26.0-1
libqxp 0.0.2-4
libqzeitgeist 0.8.0-6
libraqm 0.7.0-2
libraw 0.19.5-3
libraw1394 2.1.2-3
libreoffice-fresh 6.4.5-2
librevenge 0.0.4-3
librsvg 2:2.48.8-1
libsamplerate 0.1.9-3
libsasl 2.1.27-3
libsass 3.6.4-1
libseccomp 2.4.2-1
libsecp256k1 20190822+995+ge729cc7-1
libsecret 0.20.3-1
libshout 1:2.4.3-3
libsigc++ 2.10.3-1
libsigsegv 2.12-2
libslirp 4.3.1-1
libsm 1.2.3-2
libsndfile 1.0.28-3
libsodium 1.0.18-2
libsoup 2.70.0-1
libsoxr 0.1.3-2
libspectre 0.2.9-1
libspiro 1:20200505-1
libsrtp 1:2.3.0-1
libssh 0.9.4-1
libssh2 1.9.0-2
libstaroffice 0.0.7-1
libstemmer 0+713-2
libsynctex 2020.54586-4
libtar 1.2.20-5
libtasn1 4.16.0-1
libteam 1.30-1
libthai 0.1.28-2
libtheora 1.1.1-5
libtiff 4.1.0-2
libtiger 0.3.4-6
libtirpc 1.2.6-1
libtommath 1.2.0-3
libtool 2.4.6+42+gb88cebd5-13
libtxc_dxtn 1.0.1-6
libunicodenames 1.2.2-1
libuninameslist 20200413-1
libunistring 0.9.10-2
libunwind 1.3.1-2
libupnp 1.6.25-2
liburcu 0.11.0-2
liburing 0.6-1
libusb 1.0.23-2
libusb-compat 0.1.7-1
libusbmuxd 2.0.2-1
libutempter 1.2.1-1
libutf8proc 2.5.0-2
libutil-linux 2.35.2-1
libuv 1.38.1-1
libva 2.8.0-1
libvdpau 1.4-1
libvirt 6.5.0-1
libvirt-glib 3.0.0-1
libvirt-python 6.4.0-1
libvisio 0.1.7-3
libvisual 0.4.0-8
libvoikko 4.3-2
libvorbis 1.3.7-2
libvpx 1.8.2-2
libwacom 1.4.1-1
libwebp 1.1.0-1
libwmf 0.2.12-2
libwpd 0.10.3-2
libwpe 1.6.0-1
libwpg 0.3.3-2
libwps 0.4.11-1
libx11 1.6.9-7
libxau 1.0.9-3
libxaw 1.0.13-3
libxcb 1.14-1
libxcomposite 0.4.5-3
libxcursor 1.2.0-2
libxdamage 1.1.5-3
libxdmcp 1.1.3-3
libxext 1.3.4-3
libxfixes 5.0.3-4
libxfont2 2.0.4-3
libxft 2.3.3-2
libxi 1.7.10-3
libxinerama 1.1.4-3
libxkbcommon 0.10.0-1
libxkbcommon-x11 0.10.0-1
libxkbfile 1.1.0-2
libxkbui 1.0.2-6
libxml2 2.9.10-2
libxmu 1.1.3-2
libxnvctrl 450.57-1
libxpm 3.5.13-2
libxrandr 1.5.2-3
libxrender 0.9.10-4
libxres 1.2.0-2
libxshmfence 1.3-2
libxslt 1.1.34-5
libxss 1.2.3-3
libxt 1.2.0-2
libxtst 1.2.3-4
libxv 1.0.11-4
libxxf86vm 1.1.4-4
libyaml 0.2.5-1
libzip 1.6.1-2
libzmf 0.0.2-8
licenses 20200427-1
lilv 0.24.8-2
linbox 1.6.3-3
linux 5.7.9.arch1-1
linux-api-headers 5.6.11-1
linux-firmware 20200519.8ba6fa6-1
linux-headers 5.7.9.arch1-1
lirc 1:0.10.1-6
live-media 2019.11.06-2
llvm 10.0.0-2
llvm-libs 10.0.0-2
lm_sensors 3.6.0-2
lmdb 0.9.25-1
logrotate 3.16.0-1
lpsolve 5.5.2.5-4
lrcalc 1.2-4
lsb-release 1.4-18
lskat 20.04.3-1
lsof 4.93.2-3
lua 5.3.5-3
lua52 5.2.4-5
luajit 2.0.5-3
lucene++ 3.0.7-17
lutris 0.5.7-1
lv2 1.18.0-1
lvm2 2.02.187-3
lz4 1:1.9.2-2
lzo 2.10-3
m4 1.4.18-3
m4ri 20200125-1
m4rie 20200125-1
mailcap 2.1.49-1
make 4.3-3
man-db 2.9.3-1
man-pages 5.07-1
mariadb 10.4.13-1
mariadb-clients 10.4.13-1
mariadb-libs 10.4.13-1
mathjax 3.0.5-1
mathjax2 2.7.8-1
maxima-ecl 5.44.0-2
mbedtls 2.16.5-1
md4c 0.4.4-1
mdadm 4.1-2
media-player-info 24-2
mercurial 5.4.2-1
mesa 20.1.3-1
mesa-demos 8.4.0-4
meson 0.54.3-1
metis 5.1.0.p8-1
milou 5.19.3-1
minecraft-launcher 2.1.15166-1
mingw-w64-binutils 2.30-1
mingw-w64-crt 5.0.4-1
mingw-w64-gcc 8.1.0-1
mingw-w64-headers 5.0.4-2
mingw-w64-winpthreads 5.0.4-1
miniupnpc 2.1.20191224-1
minizip 1:1.2.11-4
mjpegtools 2.1.0-5
mkinitcpio 28-1
mkinitcpio-busybox 1.31.1-1
mlt 6.20.0-4
mobile-broadband-provider-info 20190618-2
modemmanager 1.14.0-1
modemmanager-qt 5.72.0-1
mongodb 4.0.5-1
mongodb-tools 4.0.5-2
mozilla-common 1.4-6
mpfi 1.5.4-3
mpfr 4.0.2-2
mpg123 1.26.1-1
mpv 1:0.32.0-4
mtdev 1.1.6-1
mtpfs 1.1-4
mujs 1.0.7-1
mypaint-brushes 2.0.2-1
mypaint-brushes1 1.3.1-1
nano 4.9.3-1
nauty 27r1-1
ncurses 6.2-1
ndctl 68-2
neko 2.3.0-1
neon 0.31.2-1
net-tools 1.60.20181103git-2
netcdf 4.7.4-1
netcf 0.2.8-8
netctl 1.23-1
netpbm 10.73.32-1
nettle 3.6-1
networkmanager 1.26.0-1
networkmanager-qt 5.72.0-1
nghttp2 1.41.0-1
nginx 1.18.0-1
ninja 1.10.0-1
nmap 7.80-2
node-gyp 7.0.0-2
nodejs 14.5.0-1
noto-fonts 20190926-4
npm 6.14.6-1
npth 1.6-2
nspr 4.26-1
nss 3.54-1
ntfs-3g 2017.3.23-4
ntl 11.4.3-1
numactl 2.0.13-3
nvidia 450.57-3
nvidia-settings 450.57-1
nvidia-utils 450.57-2
nvidia-xrun 0.3-0
oath-toolkit 2.6.2-8
obs-studio 25.0.8-1
ocaml 4.10.0-1
ocl-icd 2.2.12-4
okteta 1:0.26.3-1
okular 20.04.3-1
oniguruma 6.9.5_rev1-1
openal 1.20.1-2
openbox 3.6.1-7
opencl-headers 2:2.2.20170516-3
opencl-nvidia 450.57-2
opencore-amr 0.1.5-4
openexr 2.5.2-1
openjpeg 1.5.2-2
openjpeg2 2.3.1-2
openmpi 4.0.4-1
openresolv 3.10.0-1
openslp 2.0.0-2
openssh 8.3p1-3
openssl 1.1.1.g-2
openssl-1.0 1.0.2.u-1
opera-ffmpeg-codecs 83.0.4103.116-1
opus 1.3.1-2
orc 0.4.31-2
osh 0.6.pre20-1
osinfo-db 20200529-1
otf-latinmodern-math 1.959-4
oxygen 5.19.3-1
p11-kit 0.23.20-5
p7zip 16.02-6
packagekit 1.1.13-1
packagekit-qt5 1.0.2-1
pacman 5.2.2-1
pacman-mirrorlist 20200606-1
palapeli 20.04.3-1
palp 2.11-1
pam 1.3.1-2
pambase 20190105.1-2
pandoc 2.9.2.1-99
pango 1:1.44.7+11+g73b46b04-1
pangomm 2.42.1-2
pari 2.11.4-2
pari-galdata 20080411-3
pari-seadata-small 20090618-3
parsec-bin 150_28-1
parted 3.3-2
patch 2.7.6-8
pavucontrol-qt 0.15.0-1
pciutils 3.7.0-1
pcmciautils 018-8
pcre 8.44-1
pcre2 10.35-1
peek 1.5.1-3
pepper-flash 32.0.0.403-1
perl 5.32.0-1
perl-algorithm-diff 1.1903-6
perl-class-method-modifiers 2.12-6
perl-data-optlist 0.110-6
perl-devel-globaldestruction 0.14-6
perl-error 0.17029-2
perl-file-basedir 0.08-5
perl-file-which 1.23-4
perl-image-exiftool 12.00-2
perl-import-into 1.002005-6
perl-inc-latest 0.500-7
perl-io-string 1.08-12
perl-ipc-system-simple 1.30-2
perl-mailtools 2.21-4
perl-module-build 0.4231-3
perl-module-runtime 0.016-2
perl-moo 2.003006-2
perl-parallel-forkmanager 2.02-2
perl-params-util 1.07-12
perl-parse-yapp 1.21-3
perl-regexp-common 2017060201-3
perl-role-tiny 2.001004-2
perl-sub-exporter 0.987-6
perl-sub-exporter-progressive 0.001013-6
perl-sub-install 0.928-6
perl-sub-quote 2.006003-3
perl-test-pod 1.52-5
perl-timedate 2.33-2
phodav 2.4-1
phonon-qt4 4.10.1-1
phonon-qt4-vlc 0.10.1-2
phonon-qt5 4.11.1-2
phonon-qt5-vlc 0.11.1-2
php 7.4.8-2
php-fpm 7.4.8-2
php-intl 7.4.8-2
php-pgsql 7.4.8-2
picmi 20.04.3-1
pinentry 1.1.0-5
pipewire 0.3.6-1
pixman 0.40.0-1
pkgconf 1.7.3-1
pkgfile 21-2
planarity 3.0.0.5-3
plantuml 1.2020.15-1
plasma-browser-integration 5.19.3-1
plasma-desktop 5.19.3-1
plasma-framework 5.72.0-1
plasma-integration 5.19.3-1
plasma-meta 5.19-1
plasma-nm 5.19.3-1
plasma-pa 5.19.3-1
plasma-sdk 5.19.3-1
plasma-thunderbolt 5.19.3-1
plasma-vault 5.19.3-1
plasma-wayland-session 5.19.3-2
plasma-workspace 5.19.3-2
plasma-workspace-wallpapers 5.19.3-1
plasma5-applets-redshift-control 1.0.18-2
poedit 1:2.3.1-1
polkit 0.116-5
polkit-kde-agent 5.19.3-1
polkit-qt4 0.112.0+git20180107-1
polkit-qt5 0.113.0-2
popcorntime 0.4.4-1
poppler 0.90.1-1
poppler-data 0.4.9-2
poppler-glib 0.90.1-1
poppler-qt5 0.90.1-1
popt 1.18-1
portaudio 1:19.6.0-7
postgresql 12.3-2
postgresql-libs 12.3-2
postgresql-old-upgrade 11.8-2
potrace 1.16-2
powerdevil 5.19.3-1
ppl 1.2-4
ppp 2.4.7-7
primus 20151110-9
primus_vk 1.5-1
print-manager 20.04.3-1
prison 5.72.0-1
procps-ng 3.3.16-2
projectm 3.1.3-1
protobuf 3.12.3-1
protontricks 1.4.1-1
psmisc 23.3-2
pulseaudio 13.0-3
pulseaudio-alsa 1:1.2.2-2
pulseaudio-bluetooth 13.0-3
purpose 5.72.0-1
pv 1.6.6-3
pygobject-devel 3.36.1-1
pygtk 2.24.0-8
pynac 0.7.26-4
python 3.8.3-1
python-aiohttp 3.6.2-2
python-aiohttp-socks 0.4.2-1
python-aiorpcx 0.18.4-1
python-appdirs 1.4.4-1
python-asn1crypto 1.3.0-1
python-async-timeout 3.0.1-3
python-attrs 19.3.0-4
python-automat 20.2.0-2
python-babel 2.8.0-4
python-backcall 0.2.0-1
python-bcrypt 3.1.7-3
python-bitstring 3.1.7-1
python-bleach 3.1.5-1
python-cachecontrol 0.12.6-1
python-cairo 1.19.1-1
python-certifi 2020.6.20-1
python-cffi 1.14.0-3
python-chardet 3.0.4-5
python-click 7.1.2-1
python-colorama 0.4.3-1
python-constantly 15.1.0-6
python-contextlib2 0.6.0.post1-1
python-coverage 5.2-1
python-cryptography 2.9.2-1
python-cvxopt 1.2.5-1
python-cycler 0.10.0-6
python-cypari2 2.1.1-3
python-cysignals 1.10.2-5
python-dateutil 2.8.1-3
python-dbus 1.2.16-1
python-dbus-common 1.2.16-1
python-decorator 4.4.2-1
python-defusedxml 0.6.0-4
python-diff-match-patch 20181111-4
python-distlib 0.3.1-1
python-distro 1.5.0-1
python-dnspython 1.16.0-3
python-docutils 0.16-1
python-ecdsa 0.15-1
python-entrypoints 0.3-3
python-evdev 1.3.0-1
python-fpylll 0.5.1dev-2
python-future 0.18.2-3
python-gmpy2 2.1.0b4-1
python-gobject 3.36.1-1
python-html5lib 1.1-1
python-hyperlink 19.0.0-6
python-idna 2.10-1
python-imagesize 1.2.0-1
python-importlib-metadata 1.6.1-1
python-incremental 17.5.0-4
python-ipykernel 5.3.0-1
python-ipywidgets 7.5.1-4
python-jedi 0.17.0-1
python-jinja 2.11.2-1
python-jsonrpclib-pelix 0.4.1-1
python-jsonschema 3.2.0-2
python-jupyter_client 6.1.3-1
python-jupyter_core 4.6.3-2
python-kiwisolver 1.2.0-1
python-lockfile 0.12.2-6
python-lxml 4.5.2-1
python-markupsafe 1.1.1-4
python-matplotlib 3.3.0-1
python-mistune 0.8.4-3
python-mock 3.0.5-3
python-more-itertools 8.4.0-1
python-mpmath 1.1.0-3
python-msgpack 1.0.0-1
python-multidict 4.7.6-1
python-networkx 2.4-3
python-nose 1.3.7-7
python-numpy 1.19.0-1
python-olefile 0.46-2
python-ordered-set 3.1.1-2
python-packaging 20.4-1
python-pandocfilters 1.4.2-4
python-paramiko 2.7.1-2
python-parso 0.7.0-1
python-pbkdf2 1.3-6
python-pbr 5.4.5-1
python-pep517 0.8.2-1
python-pexpect 4.8.0-1
python-pickleshare 0.7.5-3
python-pillow 7.2.0-1
python-pip 20.1.1-1
python-ply 3.11-5
python-pplpy 0.8.4-5
python-progress 1.5-3
python-prometheus_client 0.8.0-2
python-prompt_toolkit 3.0.5-1
python-protobuf 3.12.3-1
python-psutil 5.7.0-1
python-ptyprocess 0.6.0-4
python-pyaes 1.6.1-5
python-pyasn1 0.4.8-2
python-pycparser 2.20-1
python-pycryptodomex 3.9.7-1
python-pygments 2.6.1-2
python-pyhamcrest 1.9.0-5
python-pyinotify 0.9.6-7
python-pynacl 1.3.0-4
python-pyparsing 2.4.7-1
python-pyqt5 5.15.0-3
python-pyqt5-sip 12.8.0-1
python-pyrsistent 0.16.0-1
python-pysocks 1.7.1-1
python-pytoml 0.1.21-4
python-pytz 2020.1-1
python-pyxdg 0.26-6
python-pyzmq 19.0.1-1
python-qrcode 6.1-4
python-requests 2.24.0-1
python-resolvelib 0.4.0-1
python-retrying 1.3.3-7
python-rpy2 3.3.5-1
python-scipy 1.5.1-1
python-send2trash 1.5.0-4
python-setuptools 1:49.2.0-1
python-setuptools-scm 4.1.2-1
python-sip 4.19.23-1
python-sip-pyqt5 4.19.19-3
python-six 1.15.0-1
python-snowballstemmer 2.0.0-3
python-sphinx 3.1.2-1
python-sphinx-alabaster-theme 0.7.12-3
python-sphinxcontrib-applehelp 1.0.2-1
python-sphinxcontrib-devhelp 1.0.2-1
python-sphinxcontrib-htmlhelp 1.0.3-1
python-sphinxcontrib-jsmath 1.0.1-4
python-sphinxcontrib-qthelp 1.0.3-1
python-sphinxcontrib-serializinghtml 1.1.4-1
python-sympy 1.6.1-1
python-terminado 0.8.3-1
python-testpath 0.4.4-1
python-toml 0.10.1-1
python-tornado 6.0.4-2
python-traitlets 4.3.3-3
python-twisted 20.3.0-1
python-tzlocal 2.1-1
python-urllib3 1.25.9-1
python-vdf 3.2-1
python-wcwidth 0.2.5-1
python-webencodings 0.5.1-4
python-websocket-client 0.57.0-1
python-xlib 0.27-1
python-yaml 5.3.1-1
python-yarl 1.4.2-1
python-zipp 3.1.0-1
python-zope-interface 5.1.0-1
python2 2.7.18-1
python2-appdirs 1.4.4-1
python2-attrs 19.3.0-4
python2-automat 20.2.0-2
python2-babel 2.8.0-4
python2-backports 1.0-3
python2-backports-abc 0.5-3
python2-backports.functools_lru_cache 1.6.1-2
python2-backports.shutil_get_terminal_size 1.0.0-4
python2-cachecontrol 0.12.6-1
python2-cairo 1.18.2-4
python2-chardet 3.0.4-5
python2-click 7.1.2-1
python2-colorama 0.4.3-1
python2-configparser 4.0.2-2
python2-constantly 15.1.0-6
python2-contextlib2 0.6.0.post1-1
python2-coverage 5.2-1
python2-cvxopt 1.2.3-3
python2-cycler 0.10.0-5
python2-dateutil 2.8.1-3
python2-dbus 1.2.16-1
python2-decorator 4.4.2-1
python2-diff-match-patch 20121119-4
python2-distlib 0.3.1-1
python2-distro 1.5.0-1
python2-docutils 0.16-1
python2-enum34 1.1.9-1
python2-filelock 3.0.12-3
python2-flask 1.1.2-1
python2-flask-autoindex 0.6.4-2
python2-flask-babel 0.12.2-3
python2-flask-oldsessions 0.10-5
python2-flask-openid 1.2.5-2
python2-flask-silk 0.2-6
python2-funcsigs 1.0.2-3
python2-future 0.18.2-2
python2-futures 3.3.0-2
python2-gconf 2.28.1-11
python2-gmpy2 2.1.0b1-3
python2-gobject 3.36.1-1
python2-gobject2 2.28.7-5
python2-gtkspellcheck 4.0.5-5
python2-html5lib 1.1-1
python2-hyperlink 19.0.0-6
python2-idna 2.10-1
python2-imagesize 1.2.0-1
python2-importlib-metadata 1.6.1-1
python2-importlib_resources 1.0.2-2
python2-incremental 17.5.0-4
python2-ipaddress 1.0.23-2
python2-ipykernel 4.10.0-1
python2-ipywidgets 7.5.1-4
python2-itsdangerous 1.1.0-3
python2-jinja 2.11.2-1
python2-jupyter_client 5.3.4-4
python2-jupyter_core 4.6.3-1
python2-kiwisolver 1.1.0-3
python2-levenshtein 0.12.0-5
python2-libappindicator 12.10.0-13
python2-lockfile 0.12.2-6
python2-lxml 4.5.2-1
python2-markupsafe 1.1.1-4
python2-matplotlib 2.2.4-2
python2-mock 3.0.5-3
python2-more-itertools 5.0.0-2
python2-mpmath 1.1.0-3
python2-msgpack 0.6.2-3
python2-networkx 2.2-2
python2-nose 1.3.7-7
python2-numpy 1.16.6-1
python2-openid 2.2.5-5
python2-ordered-set 3.1.1-3
python2-packaging 20.4-1
python2-pathlib 1.0.1-5
python2-pathlib2 2.3.5-1
python2-pbr 5.4.5-1
python2-pep517 0.8.2-1
python2-pexpect 4.8.0-1
python2-pickleshare 0.7.5-3
python2-pillow 6.2.1-1
python2-pip 20.1.1-1
python2-progress 1.5-3
python2-prompt_toolkit1 1.0.15-2
python2-psutil 5.7.0-1
python2-psycopg2 2.8.5-1
python2-ptyprocess 0.6.0-4
python2-pyenchant 2.0.0-5
python2-pygments 2.5.2-2
python2-pyhamcrest 1.9.0-5
python2-pyparsing 2.4.7-1
python2-pytoml 0.1.21-3
python2-pytz 2020.1-1
python2-pyxdg 0.26-6
python2-pyzmq 19.0.1-1
python2-requests 2.24.0-1
python2-resolvelib 0.4.0-1
python2-retrying 1.3.3-7
python2-rpy2 2.8.6-2
python2-scandir 1.10.0-3
python2-scipy 1.2.3-1
python2-setuptools 2:44.1.1-1
python2-singledispatch 3.4.0.3-4
python2-six 1.15.0-1
python2-snowballstemmer 2.0.0-3
python2-speaklater 1.3-6
python2-sphinx 1.8.5-5
python2-sphinx-alabaster-theme 0.7.12-3
python2-sphinxcontrib-websupport 1.1.2-3
python2-subprocess32 3.5.3-1
python2-sympy 1.5-1
python2-toml 0.10.1-1
python2-tornado 5.1.1-3
python2-traitlets 4.3.3-3
python2-translate-toolkit-lib 2.1.0-1
python2-twisted 20.3.0-1
python2-typing 3.7.4.3-1
python2-urllib3 1.25.9-1
python2-vdf 3.2-1
python2-virtualenv 20.0.23-1
python2-wcwidth 0.2.5-1
python2-webencodings 0.5.1-4
python2-werkzeug 1.0.1-1
python2-wheel 0.34.2-3
python2-zipp 1:1.1.1-1
python2-zope-interface 5.1.0-1
qca 2.3.1-1
qd 2.3.22-3
qemu 5.0.0-7
qhull 2020.1-1
qpdf 10.0.1-1
qqc2-desktop-style 5.72.0-1
qrencode 4.0.2-2
qt4 4.8.7-28
qt5-base 5.15.0-4
qt5-declarative 5.15.0-1
qt5-graphicaleffects 5.15.0-1
qt5-location 5.15.0-1
qt5-multimedia 5.15.0-1
qt5-quickcontrols 5.15.0-1
qt5-quickcontrols2 5.15.0-1
qt5-script 5.15.0-1
qt5-sensors 5.15.0-1
qt5-speech 5.15.0-1
qt5-svg 5.15.0-1
qt5-tools 5.15.0-2
qt5-wayland 5.15.0-1
qt5-webchannel 5.15.0-1
qt5-webengine 5.15.0-5
qt5-webkit 5.212.0alpha4-6
qt5-x11extras 5.15.0-1
qt5-xmlpatterns 5.15.0-1
quazip 0.9.1-1
r 4.0.2-1
rankwidth 0.8-2
raptor 2.0.15-13
rasqal 1:0.9.33-3
rav1e 0.3.3-1
re2 1:20200706-1
readline 8.0.004-1
redland 1:1.0.17-8
redshift 1.12-3
reiserfsprogs 3.6.27-3
rest 0.8.1-3
rhash 1.3.9-2
ripgrep 12.1.1-1
rpcbind 1.2.5-3
rsync 3.2.2-2
rtkit 0.13-1
rtmpdump 1:2.4.r96.fa8646d-6
rttr 0.9.6-3
rubberband 1.8.2-4
rubiks 20070912-4
ruby 2.7.1-2
ruby-irb 1.2.4-1
ruby-reline 0.1.4-1
rubygems 3.1.3-1
run-parts 4.8.6.1-2
runc 1.0.0rc91-1
rustup 1.22.1-1
s-nail 14.9.19-1
sage-data-combinatorial_designs 20140630-4
sage-data-conway_polynomials 0.5-4
sage-data-elliptic_curves 0.8.1-2
sage-data-graphs 20161026-3
sage-data-polytopes_db 20170220-2
sage-notebook 1.1.3-1
sagemath 9.1-7
sagemath-doc 9.1-2
sagemath-jupyter 9.1-7
samba 4.12.3-1
sbc 1.4-2
sbt 1:1.3.12-1
scala 2.13.3-1
schroedinger 1.0.11-6
sddm 0.18.1-2
sddm-kcm 5.19.3-1
sdl 1.2.15-14
sdl2 2.0.12-2
sdl2_image 2.0.5-2
sdl_image 1.2.12-6
sdl_net 1.2.8-5
sdl_sound 1.0.3-8
seabios 1.13.0-2
sed 4.8-1
semver 7.3.2-1
serd 0.30.4-1
serf 1.3.9-5
shaderc 2020.0-1
shadow 4.8.1-3
shared-mime-info 2.0+1+g6bf9e4f-2
signon-kwallet-extension 20.04.3-1
signon-plugin-oauth2 0.24-3
signon-ui 0.17+20171022-2
signond 8.60-3
singular 4.1.3.p2-3
sip 4.19.23-1
slang 2.3.2-2
smbclient 4.12.3-1
smpeg 0.4.5-5
snappy 1.1.8-1
socat 1.7.3.4-1
solid 5.72.0-1
sonnet 5.72.0-1
sord 0.16.4-1
sound-theme-freedesktop 0.8-4
soundtouch 2.1.2-2
source-highlight 3.1.9-2
spandsp 0.0.6-3
spectacle 20.04.3-1
speex 1.2.0-3
speexdsp 1.2.0-2
spice 0.14.3-2
spice-gtk 0.38-1
spirv-tools 2020.2-1
sqlite 3.32.3-1
sratom 0.6.4-1
srt 1.4.1-2
sshfs 3.7.0-1
sshpass 1.06-3
startup-notification 0.12-7
steam 1.0.0.64-1
subversion 1.14.0-2
sudo 1.9.1-1
suitesparse 5.8.1-1
swfmill-git r543.53d7690-1
symmetrica 3.0.1-1
sympow 2.023.6-1
syntax-highlighting 5.72.0-1
sysfsutils 2.1.0-11
systemd 245.6-8
systemd-libs 245.6-8
systemd-sysvcompat 245.6-8
systemsettings 5.19.3-1
t1lib 5.1.2-8
tachyon 0.98.9-8
taglib 1.11.1-4
talloc 2.3.1-2
tar 1.32-3
tbb 2020.2-1
tcl 8.6.10-2
tdb 1.4.3-2
tectonic 0.1.11-0
tevent 1:0.10.2-1
texinfo 6.7-3
texlive-bibtexextra 2020.55376-1
texlive-bin 2020.54586-4
texlive-core 2020.55416-1
texlive-fontsextra 2020.55407-1
texlive-formatsextra 2020.54498-1
texlive-games 2020.55271-1
texlive-humanities 2020.55389-1
texlive-latexextra 2020.55418-1
texlive-music 2020.54758-2
texlive-pictures 2020.55342-1
texlive-pstricks 2020.55289-1
texlive-publishers 2020.55415-1
texlive-science 2020.55390-1
thebe git20160526-3
thin-provisioning-tools 0.8.5-3
threadweaver 5.72.0-1
three.js r118-1
thunderbird 68.10.0-1
tk 8.6.10-2
traceroute 2.1.0-5
translate-toolkit 3.0.0-1
tree 1.8.0-2
tslib 1.22-1
ttf-dejavu 2.37+18+g9b5d1b2f-2
ttf-fira-mono 2:3.206-4
ttf-font-awesome 5.14.0-1
ttf-hack 3.003-3
ttf-liberation 2.1.1-1
ttf-roboto 2.138-4
twolame 0.4.0-2
tzdata 2020a-1
uchardet 0.0.7-1
udisks2 2.9.0-1
unrar 1:5.9.4-1
unzip 6.0-14
upower 0.99.11-3
usbmuxd 1.1.1-1
usbredir 0.8.0-2
usbutils 012-2
user-manager 5.19.3-1
util-linux 2.35.2-1
uuid 1.6.2-14
v4l-utils 1.20.0-1
valgrind 3.15.0+269+gd772e2599-1
vamp-plugin-sdk 2.10.0-1
vcdimager 2.0.1-3
vde2 2.3.2-14
vi 1:070224-4
vid.stab 1.1-3
virglrenderer 0.8.2-1
virt-install 2.2.1-2
virt-manager 2.2.1-2
virtualbox 6.1.12-2
virtualbox-host-modules-arch 6.1.12-2
virtualgl 2.6.3-1
vlc 3.0.11-1
vmaf 1.5.2-1
volume_key 0.3.12-3
vte-common 0.60.3-1
vte3 0.60.3-1
vulkan-headers 1:1.2.147-1
vulkan-icd-loader 1.2.147-1
vulkan-intel 20.1.3-1
vulkan-tools 1.2.146-1
vulkan-validation-layers 1.2.146-1
wavpack 5.3.0-1
wayland 1.18.0-2
wayland-protocols 1.20-1
webkit2gtk 2.28.3-1
webrtc-audio-processing 0.3.1-2
wget 1.20.3-3
which 2.21-5
wildmidi 0.4.3-2
wine 5.13-1
wine-gecko 2.47.1-1
wine-mono 5.1.0-1
winetricks 20200412-1
wiredtiger 3.1.0.20181203-1
wireless_tools 30.pre9-3
wireshark-cli 3.2.5-1
wireshark-qt 3.2.5-1
wmctrl 1.07-6
woff2 1.0.2-3
wpa_supplicant 2:2.9-7
wpebackend-fdo 1.6.1-1
wxgtk-common 3.0.5.1-1
wxgtk3 3.0.5.1-1
x264 3:0.159.r2999.296494a-1
x265 3.4-1
xautomation 1.09-4
xbitmaps 1.1.2-2
xcb-proto 1.14-1
xcb-util 0.4.0-3
xcb-util-cursor 0.1.3-3
xcb-util-image 0.4.0-3
xcb-util-keysyms 0.4.0-3
xcb-util-renderutil 0.3.9-3
xcb-util-wm 0.4.1-3
xdebug 2.9.6-1
xdg-dbus-proxy 0.1.2-2
xdg-desktop-portal-kde 5.19.3-1
xdg-utils 1.1.3+19+g9816ebb-1
xf86-input-libinput 0.30.0-1
xf86-video-vesa 2.4.0-3
xfsprogs 5.6.0-2
xkeyboard-config 2.30-2
xmlsec 1.2.30-2
xorg-bdftopcf 1.1-2
xorg-docs 1.7.1-3
xorg-font-util 1.3.2-2
xorg-font-utils 7.6-6
xorg-fonts-100dpi 1.0.3-7
xorg-fonts-75dpi 1.0.3-7
xorg-fonts-alias-100dpi 1.0.3-5
xorg-fonts-alias-75dpi 1.0.3-5
xorg-fonts-alias-misc 1.0.3-5
xorg-fonts-encodings 1.0.5-2
